Position_1,Position_2,MI
1059,20268,0.5246029602696193
20268,25563,0.5243880618959847
1059,25563,0.5243880618959846
1348,29762,0.5234634147537276
1911,5822,0.5230664140994888
1911,11195,0.5227686941572569
24232,27920,0.5227686941572569
5822,11195,0.5214296191529493
9711,19180,0.5212340840205735
21776,29445,0.5212340840205735
9711,21776,0.5212340840205734
1912,12792,0.5209372897431401
9391,28893,0.5199100539152088
20259,29762,0.5199100539152088
9391,28677,0.5199100539152088
12525,14118,0.516377549148668
12525,24232,0.516377549148668
12737,29762,0.5154344387069674
5011,29445,0.5134087331509282
27920,29445,0.5134087331509282
14118,29445,0.5134087331509282
12737,18903,0.512309800985519
9510,12737,0.5103111596524713
28472,29445,0.5095308071327107
5822,29762,0.5080521409969574
27920,28677,0.5060020241984733
27920,28300,0.5060020241984733
14118,28677,0.5060020241984733
5822,20259,0.5055166383771127
14118,28300,0.5036852858387053
24232,28300,0.5036852858387053
1348,5822,0.5009571980088762
9711,25907,0.5009160113421269
13665,29445,0.500881269478466
9391,19180,0.5008307960928595
10702,14118,0.5008307960928595
24232,28893,0.49958420737871573
5011,9391,0.49958420737871573
9391,14118,0.4995842073787157
14118,28893,0.4995842073787156
9391,9711,0.4988739964543919
19180,29445,0.4988739964543919
9711,28677,0.4988739964543919
1911,11919,0.4970702933573957
1912,12737,0.4947334699889335
10319,29445,0.4931336003036775
27964,29445,0.49292193844039484
12792,18744,0.4927290934635008
9711,24232,0.4926652376469828
11195,18744,0.4887419628726613
1348,11572,0.48826591321656715
5822,12792,0.487567028076641
14118,24232,0.48478689553057436
5011,24232,0.48478689553057436
5822,11919,0.4841577069469988
18903,20259,0.48280824807151146
7303,29762,0.48210411446938745
204,29445,0.4800206672471734
11572,18903,0.47991818206776005
24232,29445,0.47848429659646025
9711,28300,0.4784842965964602
1911,11572,0.4761499907921583
1912,11572,0.47614999079215825
5822,12737,0.47505925262978954
1911,12792,0.4723660815223849
5822,18903,0.4706398667109341
1912,5822,0.47019718009837597
9711,27964,0.46791080998168966
9711,28472,0.46789431650669516
9711,10319,0.46761492049557735
9391,28300,0.46753880695077077
9711,10702,0.46750395138434814
1348,18744,0.46683559524363244
12737,18744,0.46581732444974433
21304,28869,0.46534881158829783
18424,21304,0.46534881158829783
24997,29445,0.4653268111052855
28893,29445,0.463588936784493
12525,29445,0.463588936784493
20268,28854,0.46301977610857825
11919,18744,0.4590206430575227
5822,18744,0.45649054863056754
5822,11572,0.45465931699523376
1912,20259,0.45319806732707035
1911,20259,0.45319806732707035
1911,12737,0.4505065857977086
9711,21304,0.45024164168134506
8083,14805,0.4487208682503057
9391,29445,0.4479356073206829
28300,29445,0.44524628290739027
18744,20259,0.4435277475646941
11572,18744,0.4348915769485606
7303,11919,0.4347163211494098
7303,11195,0.4347163211494098
28677,29445,0.43000889875770476
7303,20259,0.4266446659371687
21304,29445,0.4253900138607819
28869,29445,0.4156549213986016
10702,29445,0.4141623566555816
1059,28854,0.4104644738702095
1911,7303,0.40834977654950544
7303,12737,0.404330797677787
7303,12792,0.4026857512642389
7303,9510,0.4018307283438254
18424,29445,0.4009884550507726
9711,28869,0.39617691359076856
21178,26735,0.3920112767718061
25563,28854,0.3903875438551324
204,25907,0.38584625497628405
24997,25907,0.385846254976284
1348,21304,0.3767015701425758
7303,11572,0.37670040516557024
7303,18903,0.3718508946967276
1912,7303,0.3714263518960383
9711,18424,0.3708373526062987
9711,29445,0.36096246457146675
18501,21178,0.35931647352430196
7303,18744,0.35868563900600475
18501,26735,0.35664950105710647
6441,9204,0.3540260964897811
6441,8140,0.3540260964897811
17166,26735,0.35402609648978106
17166,21178,0.35402609648978106
25907,27920,0.3538339440183438
13665,25907,0.35364680080077304
24997,27964,0.35207107181463426
204,27964,0.35207107181463426
204,10319,0.35149208371866814
10319,24997,0.35149208371866814
1348,7303,0.3511511736685378
8140,9204,0.34890564237161464
204,28472,0.3447475915167338
24997,28472,0.34474759151673373
14118,25907,0.3432655686743686
5011,25907,0.3432655686743685
204,21304,0.3417964646719688
21304,24997,0.3417964646719687
1348,25907,0.3364307480052532
21776,25907,0.3351834928958294
19180,25907,0.3351834928958293
12525,25907,0.334343222480065
5822,7303,0.3309492469714162
25907,28893,0.325021864832169
9391,25907,0.325021864832169
24232,25907,0.3244970499485173
27920,27964,0.3239961604133301
13665,27964,0.32368711988964205
10319,27920,0.3233288719498741
10319,13665,0.3229188475621469
1348,18424,0.3190178539613814
2258,6441,0.31836305670102255
17166,18501,0.3183630567010225
4205,12076,0.3183630567010225
25552,29239,0.3168928999425308
4205,7279,0.3159545662878578
2258,8140,0.3159545662878578
27920,28472,0.3156745892489947
13665,28472,0.3156604091130475
5011,27964,0.3149587584273612
14118,27964,0.3149587584273611
10319,14118,0.31419726359506356
5011,10319,0.31419726359506345
18424,18903,0.31374099519619547
2258,9204,0.3135861123542246
7279,12076,0.31358611235422457
24997,28869,0.3114467548068607
204,28869,0.3114467548068606
5852,21993,0.3112566689377687
11506,21993,0.3112566689377687
1927,21993,0.3112566689377687
21993,25244,0.31125666893776865
17658,21993,0.31125666893776865
2595,21993,0.31125666893776865
15048,21993,0.31125666893776865
12708,21993,0.31125666893776865
2668,21993,0.31125666893776865
21993,25521,0.31125666893776865
2106,21993,0.31125666893776865
21993,25728,0.31125666893776865
1997,21993,0.31125666893776865
14585,21993,0.31125666893776865
11919,21304,0.3078421080726911
5011,28472,0.30673089780264523
24232,28472,0.3067308978026452
14118,28472,0.3067308978026451
2595,14585,0.30671088502150345
14585,15048,0.30671088502150345
12708,17658,0.30671088502150345
25521,25728,0.30671088502150345
1997,2668,0.30671088502150345
2595,11506,0.30671088502150345
2595,15048,0.30671088502150345
14585,17658,0.30671088502150345
2595,12708,0.30671088502150345
2595,25728,0.30671088502150345
12708,15048,0.30671088502150345
2668,25728,0.30671088502150345
2668,11506,0.30671088502150345
2595,5852,0.30671088502150345
2668,12708,0.30671088502150345
2668,14585,0.30671088502150345
2668,15048,0.30671088502150345
2595,2668,0.30671088502150345
2668,17658,0.30671088502150345
2668,25244,0.30671088502150345
2668,25521,0.30671088502150345
15048,25728,0.30671088502150345
14585,25244,0.30671088502150345
15048,25521,0.30671088502150345
15048,25244,0.30671088502150345
15048,17658,0.30671088502150345
2595,25521,0.30671088502150345
2595,25244,0.30671088502150345
12708,14585,0.30671088502150345
2668,5852,0.30671088502150345
14585,25728,0.30671088502150345
14585,25521,0.30671088502150345
2595,17658,0.30671088502150345
1997,2595,0.30671088502150345
1997,12708,0.30671088502150345
2106,15048,0.30671088502150345
2106,2668,0.30671088502150345
1997,25728,0.30671088502150345
1997,25521,0.30671088502150345
1997,25244,0.30671088502150345
2106,5852,0.30671088502150345
12708,25728,0.30671088502150345
2106,25728,0.30671088502150345
1997,17658,0.30671088502150345
1997,15048,0.30671088502150345
1997,14585,0.30671088502150345
1997,11506,0.30671088502150345
2106,11506,0.30671088502150345
2106,12708,0.30671088502150345
2106,14585,0.30671088502150345
2106,2595,0.30671088502150345
2106,25244,0.30671088502150345
12708,25244,0.30671088502150345
2106,25521,0.30671088502150345
2106,17658,0.30671088502150345
12708,25521,0.30671088502150345
1997,2106,0.30671088502150345
1997,5852,0.30671088502150345
25244,25728,0.3067108850215034
11506,25728,0.3067108850215034
25244,25521,0.3067108850215034
11506,12708,0.3067108850215034
17658,25728,0.3067108850215034
5852,25244,0.3067108850215034
5852,17658,0.3067108850215034
17658,25521,0.3067108850215034
17658,25244,0.3067108850215034
11506,14585,0.3067108850215034
5852,14585,0.3067108850215034
5852,11506,0.3067108850215034
5852,12708,0.3067108850215034
11506,15048,0.3067108850215034
5852,25728,0.3067108850215034
5852,15048,0.3067108850215034
11506,17658,0.3067108850215034
5852,25521,0.3067108850215034
11506,25244,0.3067108850215034
11506,25521,0.3067108850215034
1927,5852,0.30671088502150334
1927,15048,0.30671088502150334
1927,17658,0.30671088502150334
1927,25244,0.30671088502150334
1927,25728,0.30671088502150334
1927,2595,0.30671088502150334
1927,1997,0.30671088502150334
1927,14585,0.30671088502150334
1927,12708,0.30671088502150334
1927,2106,0.30671088502150334
1927,25521,0.30671088502150334
1927,11506,0.30671088502150334
1927,2668,0.30671088502150334
12525,27964,0.3065292626534724
21776,27964,0.3064097315917513
19180,27964,0.3064097315917512
10319,21776,0.30598827465421774
10319,19180,0.3059882746542177
19180,28472,0.30593347861174186
21776,28472,0.3059334786117418
10319,12525,0.30588997305960447
25907,28677,0.3058619384412372
18424,18744,0.305498331455007
21304,27920,0.3051745546123759
11195,18424,0.3049977601578053
13665,21304,0.3046807786773386
6730,25552,0.3013285176008448
18903,21304,0.30059624986906525
24232,27964,0.2980880454602065
9391,27964,0.2977455285469515
27964,28893,0.29774552854695147
10319,24232,0.297361560997408
10319,28893,0.2972267345654148
9391,10319,0.2972267345654148
12525,28472,0.297206274998209
28472,28893,0.29720627499820895
25907,28300,0.29691686166208237
9391,21304,0.2962837456149473
21304,21776,0.29628374561494725
21304,24232,0.29627196912744047
5011,21304,0.2962719691274404
12525,21304,0.2962719691274404
14118,21304,0.2962719691274404
1348,28869,0.29581486812857793
10702,25907,0.29445666006266147
18744,21304,0.2930343031229998
204,18424,0.292111659103995
18424,24997,0.29211165910399495
11195,21304,0.29206192219318194
6441,11083,0.2911080899240442
29239,29402,0.29055656070664854
9510,18424,0.2887559536729818
12792,18424,0.28765703725760705
12737,21304,0.2876386763733414
21304,28893,0.2875744477631656
27920,28869,0.28740120319697127
9391,28472,0.2872816275190771
8140,11083,0.28723254684209076
9430,11572,0.2870489524175418
19180,21304,0.28700169059861563
13665,28869,0.2866685115174311
9204,11083,0.2853375774487691
23664,29239,0.2813565777452948
4205,17166,0.28063155916267696
27964,28677,0.2805386784526309
1912,18424,0.2805217668728199
18424,20259,0.2800632655088555
10319,28677,0.2800485553299055
5011,28869,0.2797347030123448
14118,28869,0.2797347030123448
7279,17166,0.27860782340450024
12076,17166,0.27860782340450024
1348,10319,0.2768757753412686
9510,21304,0.2766620673438922
12792,21304,0.2746960314445062
4205,8389,0.274462336998095
27964,28300,0.27286258511765055
8389,12076,0.272344110846861
10319,28300,0.272290686794552
12525,28869,0.27228044737963353
19180,28869,0.2718613805236447
21776,28869,0.2718613805236446
20268,28472,0.271502143948006
28300,28472,0.2715021439480059
14805,28472,0.2709259818505295
21304,28300,0.2704149418932773
21304,28677,0.27041494189327725
8389,26558,0.2702617118557197
7279,8389,0.2702617118557196
18424,27920,0.2698712092551027
28472,28677,0.2690974675380255
10702,27964,0.2690962988648971
1912,21304,0.2690944479118848
10319,10702,0.2689251160739943
13665,18424,0.26890429396720333
21304,28854,0.2684283270491719
17528,18171,0.2682142059821675
25641,28005,0.2682142059821675
14805,27964,0.26728410706710376
10702,21304,0.2671848981220699
24232,28869,0.26510248212546333
28869,28893,0.26451835761662484
9391,28869,0.2645183576166248
1911,18424,0.26450497584698746
9430,14805,0.26385213140993286
1348,27964,0.26381323447786864
14118,18424,0.2627933379518815
5011,18424,0.2627933379518815
1059,28472,0.26163244143275055
4205,21178,0.2586276474156786
11195,25907,0.2578602882821748
7279,21178,0.2568281749865054
12076,21178,0.2568281749865054
4205,26735,0.25682817498650534
12525,18424,0.2558434627210445
18424,29762,0.2557629999567308
18424,21776,0.2553858641016522
18424,19180,0.25538586410165215
12076,26735,0.25505644685756884
2258,11083,0.25505644685756884
10702,28472,0.25491025468298883
1059,25907,0.253904696683131
1911,21304,0.25390236717744075
9430,11195,0.25371018367947185
6730,29239,0.2536403189850939
11919,18424,0.25335217226820667
7279,26735,0.2533118054777034
20259,21304,0.2530708462081418
18903,25907,0.2516174184113198
14805,23664,0.2506080889972168
20268,27964,0.24981977459260096
28677,28869,0.24959313342584163
18424,24232,0.24921005486458014
9391,18424,0.2486072901479406
18424,28893,0.2486072901479406
9430,12792,0.24743623875201676
21304,29762,0.24585580944240348
18744,25907,0.2451119827467512
9510,25907,0.24508099170893213
6730,8083,0.24446599907756206
28300,28869,0.24305346685786136
28854,28869,0.24305346685786136
20259,28869,0.24244289154332635
12792,25907,0.2424410627945706
1059,27964,0.2407515857876797
10702,28869,0.23923945548623266
1912,25907,0.23870737332259626
9679,12076,0.23784326252791635
4205,26558,0.23784326252791635
4205,9679,0.23784326252791635
8389,17166,0.23784326252791635
2258,25641,0.23784326252791635
4205,14577,0.23784326252791635
2258,28005,0.23784326252791635
12076,26558,0.2378432625279163
1348,28472,0.23668641435950327
7279,26558,0.23610910981726102
7279,9679,0.23610910981726102
12076,14577,0.23610910981726102
18424,28677,0.23475000241247715
8389,9679,0.23440289041993054
7279,14577,0.2344028904199305
9679,26558,0.2344028904199305
10319,20259,0.23411360208876453
12737,18424,0.23385383543803143
1059,10319,0.2335661691148999
29738,29742,0.23272390962894962
25552,29402,0.2322749976193576
14805,25907,0.23206891552107942
21618,21622,0.23107149597049215
28472,28854,0.2303717513167247
11919,28869,0.22940361347161192
18903,28869,0.22940361347161187
18424,28300,0.22870077131092828
9430,20259,0.22814172546979936
1059,6441,0.22684894925756038
14805,29239,0.22644423925165288
8083,21304,0.2261074100617638
1911,25907,0.2260751616428042
23664,25552,0.22561521939085555
10702,18424,0.22504676781522565
20259,25907,0.22494699566284299
20668,27074,0.2234238049464099
4205,18501,0.22321234905045384
18744,28869,0.2221322687482862
5310,20668,0.22169494208927562
8591,20668,0.2216949420892756
3242,27074,0.2216949420892756
3242,20668,0.2216949420892756
241,21304,0.22105445599799764
12076,18501,0.2200097763840988
7279,18501,0.2200097763840988
18171,18501,0.2200097763840988
18501,26558,0.22000977638409877
751,11344,0.21999528422705608
8591,27074,0.21999528422705608
3242,8591,0.21999528422705608
3242,5310,0.21999528422705608
11344,14599,0.21999528422705608
11344,15654,0.21999528422705608
11344,18701,0.21999528422705608
11344,21614,0.21999528422705608
11344,29218,0.21999528422705608
5310,27074,0.21999528422705605
25907,29762,0.21930729444953317
17528,18501,0.21844667292651437
18171,21178,0.21844667292651437
6539,18501,0.21844667292651437
8389,18501,0.21844667292651437
8389,21178,0.21844667292651437
5310,8591,0.2183240715341613
21305,29769,0.2183240715341613
6997,18132,0.2183240715341613
21305,29739,0.2183240715341613
21305,22498,0.2183240715341613
6997,21305,0.2183240715341613
22498,29769,0.21832407153416128
18701,29218,0.21832407153416128
18132,22498,0.21832407153416128
18132,29739,0.21832407153416128
22498,29739,0.21832407153416128
29739,29769,0.21832407153416128
751,14599,0.21832407153416128
14599,29218,0.21832407153416128
18132,29769,0.21832407153416128
751,15654,0.21832407153416128
751,18701,0.21832407153416128
15654,21614,0.21832407153416128
14599,21614,0.21832407153416128
6997,22498,0.21832407153416128
21614,29218,0.21832407153416128
6997,29769,0.21832407153416128
15654,29218,0.21832407153416128
6997,29739,0.21832407153416128
15654,18701,0.21832407153416128
14599,15654,0.21832407153416128
751,21614,0.21832407153416128
751,29218,0.21832407153416128
18132,21305,0.21832407153416128
14599,18701,0.21832407153416128
18701,21614,0.21832407153416128
18171,26735,0.21690819288570343
6441,28005,0.21690819288570343
17528,21178,0.21690819288570343
6441,25641,0.21690819288570343
17166,26558,0.2169081928857034
14577,17166,0.2169081928857034
6441,20268,0.21686885840844128
6997,21304,0.2166815309111889
18132,21304,0.21668153091118889
21304,21305,0.21668153091118886
21304,29769,0.21668153091118886
21304,29739,0.21668153091118886
21304,22498,0.21668153091118886
6730,23664,0.21600563792012897
11195,28869,0.21565671563725491
9430,29762,0.21564194260877548
18424,28854,0.21556096204288167
9204,28005,0.2153937379921811
8140,28005,0.21539373799218106
8389,26735,0.21539373799218106
6539,17166,0.21539373799218106
17528,26735,0.21539373799218106
6441,25563,0.21485494783361683
9204,25641,0.2139027294587397
8140,25641,0.21390272945873967
241,18132,0.2118863096546301
241,29739,0.2118863096546301
241,21305,0.2118863096546301
241,22498,0.2118863096546301
241,6997,0.2118863096546301
241,29769,0.2118863096546301
10319,18903,0.21132284285583783
12737,28869,0.2108432178836645
6441,28854,0.21013729590880195
27964,28854,0.20859592400639593
1059,8140,0.20785822107968238
8290,25552,0.20779974195600592
11919,25907,0.20680668892621046
5822,18424,0.20634382147777625
8083,25552,0.20536452147367107
20268,25907,0.2053417464611976
10319,11195,0.2052508800802721
10319,18744,0.204631453749362
9430,11919,0.20412262525656166
8083,10319,0.2040301063932443
9430,12737,0.20380796747113228
10319,14805,0.20326314398333264
14577,21178,0.20276968650426216
8083,25907,0.2026150736351309
1912,28869,0.20226589290443212
9510,28869,0.20226589290443212
9679,17166,0.20211145676098322
26558,26735,0.20139636672168598
6539,21178,0.2013963667216859
21178,26558,0.2013963667216859
12792,28869,0.2000955087362259
6539,26735,0.20004370377952857
14577,26735,0.20004370377952854
8140,20268,0.1996573273688145
1059,9204,0.1996573273688145
18903,27964,0.1994497514446239
21304,29402,0.19846076852793376
8140,25563,0.19814345207055314
21304,28005,0.19775536515268968
21304,25641,0.19775536515268968
18424,20268,0.19768253738152186
1059,18424,0.19768253738152183
20268,21304,0.19736142713106564
2518,22350,0.19718178287351082
11083,21304,0.19608721293585604
5822,9430,0.1946232866977192
8083,27964,0.19430842035656917
2518,20668,0.19421543152705284
2518,3242,0.19421543152705284
8083,23664,0.19411337034301235
8140,28854,0.19410308478827404
1348,29445,0.1940504479633012
11195,27964,0.19390288259226474
2258,21304,0.1934536353548881
5822,21304,0.1932776831076895
18744,27964,0.19304366469776382
9510,10319,0.19304366469776382
1059,11083,0.19301154192518594
14577,18171,0.19276913434091558
16887,20668,0.19276913434091555
1059,21304,0.1925886858395846
10319,28854,0.19249274679180284
20259,28472,0.19245533215409646
9204,20268,0.1921437264616251
6441,21304,0.1918701053998765
8140,21304,0.19187010539987648
22498,28005,0.19134658360788265
8389,14577,0.19134658360788265
28005,29769,0.19134658360788265
18132,28005,0.19134658360788265
14577,17528,0.19134658360788265
28005,29739,0.19134658360788265
3242,16887,0.19134658360788265
21305,28005,0.19134658360788265
6997,28005,0.19134658360788265
23664,29402,0.19112957656057472
9204,25563,0.19079370152966033
1059,2258,0.19031860365080588
10319,12792,0.1902384777978852
11083,28005,0.19020869905322357
8591,16887,0.1899471770451285
21305,25641,0.1899471770451285
5310,16887,0.18994717704512848
6997,25641,0.18994717704512848
18132,25641,0.18994717704512848
22498,25641,0.18994717704512848
25641,29739,0.18994717704512848
25641,29769,0.18994717704512848
16887,27074,0.18994717704512845
9204,21304,0.18980460414694883
14805,25552,0.1894606336535431
1911,28869,0.1892208922651218
11083,25641,0.188966557619796
17166,28854,0.18890070434845052
6730,14805,0.18839915658543063
12737,25907,0.1878420632625529
25563,28472,0.1874917208515408
8083,28472,0.18728639668641142
9204,28854,0.18704339536300024
10319,20268,0.1868080176784333
1912,10319,0.18641060445764096
9430,18903,0.1862645461641785
11572,18424,0.18501470199707432
241,28005,0.18493072658886864
14805,29402,0.1844768360758074
11083,20268,0.18445212045006754
9679,18501,0.1842639681875154
241,25641,0.1835930834252957
14805,21304,0.18349296627195613
9679,21178,0.18306715409818658
9510,27964,0.18245801560735186
2258,20268,0.18236609970224646
9679,26735,0.1818876074727097
28869,29762,0.18166963616679205
1348,9711,0.1816011018834263
9430,9510,0.18109212056723079
11083,25563,0.18084769789620284
22350,27984,0.18077570337829324
7573,22350,0.1807757033782932
25907,28854,0.18035957200137825
8083,8290,0.18004363570398493
12792,27964,0.17966492634935954
25563,28869,0.1787078278470219
25563,25907,0.17866679771786614
6730,29402,0.17835162051638184
11083,28854,0.17802145100694894
7573,27984,0.17776612750462983
21658,27984,0.17776612750462983
21658,22350,0.17776612750462983
7573,21658,0.17776612750462983
17166,18171,0.17766473649006376
4205,28854,0.1770704236064763
2518,8591,0.17638537090479708
2518,27074,0.17638537090479706
2258,6997,0.17638537090479706
2258,29769,0.17638537090479706
2518,5310,0.17638537090479706
2258,22498,0.17638537090479706
2258,21305,0.17638537090479706
17166,17528,0.17638537090479706
2258,29739,0.17638537090479706
2258,18132,0.17638537090479706
1912,27964,0.17611156034056538
12076,20268,0.17610204304668065
4205,20268,0.17610204304668056
7279,20268,0.17514473322334706
9679,14577,0.175126418261963
1912,9430,0.17481668697440392
1911,10319,0.1744337315977143
7303,18424,0.1742237619096316
2258,25563,0.17403137855995288
11572,21304,0.17340940743753566
10319,11919,0.17308952990397167
21304,25563,0.1721297092307718
12076,28854,0.17124120631525763
2258,28854,0.1712412063152576
7279,28854,0.17033138979399698
241,2258,0.17006148947966854
18903,28472,0.16851182212267626
10319,29762,0.1674912078235856
25563,27964,0.16683840673692327
28472,29402,0.1667223426709265
14805,29445,0.1666282658094443
14577,18501,0.1657652790779512
27964,29402,0.16511516768414397
1911,27964,0.16487806360826002
8290,29239,0.1646138144553302
6441,18132,0.1646058575545565
6441,6997,0.1646058575545565
6441,29769,0.1646058575545565
6441,21305,0.1646058575545565
6441,29739,0.1646058575545565
6441,22498,0.1646058575545565
12076,18171,0.16455971589473753
4205,18171,0.16455971589473747
20268,28869,0.1641360076069319
11195,28472,0.16398563114437315
20259,27964,0.16365757914567752
1911,9430,0.1636575791456775
12076,17528,0.1634047326873407
4205,17528,0.1634047326873407
7279,18171,0.1634047326873407
11919,27964,0.16277629442853114
18744,28472,0.1626505742196916
8140,29739,0.16234064006069066
8140,22498,0.16234064006069066
6997,8140,0.16234064006069066
8140,18132,0.16234064006069066
8140,21305,0.16234064006069066
8140,29769,0.16234064006069066
8389,18171,0.1622677824732055
7279,17528,0.1622677824732055
18171,26558,0.16226778247320547
9204,18132,0.16123399303268268
9204,21305,0.16123399303268268
9204,22498,0.16123399303268265
9204,29739,0.16123399303268265
9204,29769,0.16123399303268265
6997,9204,0.16123399303268265
14577,26558,0.16114843034307194
17528,26558,0.1611484303430719
6539,18171,0.16114843034307186
6539,8389,0.16114843034307186
8389,17528,0.16114843034307186
8083,29239,0.161111203547723
6539,17528,0.1600462554591603
6539,26558,0.1600462554591603
6539,14577,0.1600462554591603
8290,23664,0.15984827406630128
10319,25563,0.15942459571624906
5822,25907,0.15855589724006283
241,6441,0.15843859039818853
8083,9430,0.15838557843032147
27964,29762,0.15824991119124254
21178,28854,0.15761300984170923
26735,28854,0.1569720876647313
1059,28869,0.15644354743667283
241,8140,0.15628554720025237
241,9204,0.15523348990642957
10319,12737,0.15517645110637698
9711,14805,0.15458532224276467
9510,28472,0.15403544065157623
6441,29445,0.1535009507325196
8140,29445,0.15294236739520073
9204,29445,0.15238427580444708
9711,18903,0.1511379508675519
12792,28472,0.15109715463331205
20668,22350,0.15063482738023673
3242,22350,0.15063482738023673
6730,8290,0.15037756180991435
1059,4205,0.15026158819348945
1059,12076,0.15026158819348945
2518,14805,0.14950956138597168
5310,7573,0.14945318686494252
7573,27074,0.1494531868649425
27074,27984,0.1494531868649425
7573,20668,0.14945318686494247
3242,7573,0.14945318686494247
7573,8591,0.14945318686494247
1059,7279,0.14940961155242954
